Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .	134	3
Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .	15.3	3
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .	720	3
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .	191	35
The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .	6,400	13
The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .	0.50	5
The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .	235	3
The group had an order book of EUR 7.74 mn at the end of 2007 .	7.74	3
The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .	13.39	35
The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .	414.9	3
Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .	4.3	36
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .	35.2	3
According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .	10	46
Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .	1.1	3
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .	3.5	35
Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .	27	3
Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .	2.00	66
Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .	3.4	3
Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .	20	3
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .	3.5	3
Efficiency programs totalling 100 million euros are under way in Finnair .	100	3
Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+_cs , where the company has two plants .	650	134
Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .	23.0	3
For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .	10.012	35
In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .	91	55
In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .	22	3
In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .	72,473	3
In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .	133	3
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .	0.34	3
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .	0.44	5
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .	0.08	5
It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .	8.4	35
It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .	2.2	35
Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .	225	65
Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .	6,800	4
Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .	1.00	3
Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .	15.9	3
Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .	302	3
Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .	329	3
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .	14	3
Of this , EUR 38.8 mn was net interest income .	38.8	3
OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .	29.8	35
Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .	18.6	3
Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .	9.8	3
Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .	0.3	3
Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .	2.0	3
Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .	80.8	3
Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .	148.11	36
Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .	100	19
The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .	1.9	35
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .	85.1	35
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .	0.4	3
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .	0.03	5
The company will build altogether 130 new substations by the end of this year .	130	135
The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .	1.5	3
The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .	3.4	3
The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .	1.5	3
The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .	80	3
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .	94	3
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .	70	3
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .	22	3
The solvency capital ratio of both companies was 2.7 times the solvency limit .	2.7	66
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .	1.5	3
Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators .	1,000	39
AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .	6	86
Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .	10	66
EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .	14.4	3
Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .	3.8	36
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .	105.6	35
Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .	1.1	35
Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .	2.0	35
Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .	1.4	35
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .	6.3	35
ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million	385,000	36
ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU	2.7	36
mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .	46.4	3
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .	17.7	3
Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .	0.1	3
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .	15.6	3
Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .	0.21	3
Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .	2.6	35
The contract traded at an all-time high of $ 50,200 a ton on April 24 .	50,200	35
The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .	2,299.9	3
Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .	122,000	13
The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .	45,031,513.80	3
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .	5	3
Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .	5,700	14
The joint venture will invest about EUR 500,000 in production technology straight away .	500,000	3
A total of $ 78 million will be invested in the project .	78	35
H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com	4.0	3
1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .	1	14
128,538 shares can still be subscribed for with Series E share options , max .	128,538	5
561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .	561,470	5
According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -“ s shares and voting rights .	808,973	5
Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .	5,800	14
Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .	18	10
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .	10	0
As a result , a total of 82 employees would be given notice .	82	0
At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .	24.87	3
Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .	1,000	5
Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .	347	9
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .	129.9	36
Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .	60	72
GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .	220,000	5
Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .	89	3
Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .	1	18
Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .	20	73
Maximum amount of terminations in Finland is 40 employees , the company added .	40	0
On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .	1.5	5
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .	61.3	3
Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .	554,000	132
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .	2	40
Protalix has $ 42 million in cash and no sales .	42	35
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .	486.969	5
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .	30	14
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .	1.2	17
The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .	40	67
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .	410	0
The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .	50	2
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .	0.14	3
The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .	2.6	36
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .	189	15
The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .	90	3
The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .	20	13
The first stage of the contract covers 133 stores and 600 cash registers .	133	12
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .	1744900	3
The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .	40	142
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .	240	2
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .	10	148
The mill will have capacity to produce 500,000 tonnes of pulp per year .	500,000	4
The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .	10,000	21
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .	2.5	160
The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .	44,767,513.80	3
Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .	54	59
+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+Ærnits , chairman of the supervisory board of +_lemiste City and Mainor .	3,300	2
55 workers in +_m+_l will be affected by the close-down .	55	1
A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .	131000	5
A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .	38,244	5
A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .	750,330	5
ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .	310	35
According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .	20	26
Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .	20	0
After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .	350,000	4
Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .	95,000	5
Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .	150	2
An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .	55.1	35
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .	5.3	35
Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .	5	74
Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .	166	55
As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .	250	155
At the moment , there are approximately 20 Vianor sales offices in Russia .	20	14
Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .	90	19
Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .	8.1	35
Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed	102.6	36
Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed	129.4	36
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed	90.3	36
Depending on the market situation , such projects are sold after 1 to 3 years after completion .	3	7
Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .	3,200	2
Etteplan targets to employ at least 20 people in Borl+Ænge .	20	2
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .	220	3
Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .	100	56
Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .	57	5
Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .	100	3
Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .	13,000	2
from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .	45	17
HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .	13	3
In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .	452	4
In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .	29	0
In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .	39.3	161
Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .	750	0
Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .	377,000	75
It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .	750	2
It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .	7	3
Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .	2,000	12
Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .	11	12
LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .	1.3	3
Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .	2.56	35
( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi	176.6	36
( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t	2009	13
Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .	8.1	35
More than 50,000 tonnes of asphalt mix will be used in the contract .	50,000	4
M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+Æliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .	3.15	18
Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .	700,000	9
OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .	5	7
POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .	4.10	18
Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .	105	40
Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .	0.1	27
Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .	10.71	35
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .	35	3
Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .	5.0	19
Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .	5.2	35
ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .	14	47
Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .	587	5
Technopolis has approximately 130 customer companies in Jyvaskyla .	130	13
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .	100	35
The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .	5,000	43
The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .	300,000	4
The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .	2.56	35
The approximately 20,000 dwt vessel has been ordered from India .	20,000	28
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .	150	76
The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .	0.95	5
The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .	96	0
The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .	18,321	29
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .	0.42	21
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .	9.00	66
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .	8.7	3
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .	1.25	162
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .	915	15
The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .	5	19
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .	000	26
The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .	80	2
The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .	39	2
The new chain has 700 discount stores and 250 supermarkets .	700	12
The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .	22	0
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .	16.1	35
The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .	1,600	78
The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .	120,000	27
The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .	250,000	100
The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .	158	13
The report will be emailed within 2 business days of an order .	2	42
The Segu companies and PKC 's Polish unit will form a business servicing the western European markets with `` annual sales of about hundred million '' and about 2,500 employees , the Finnish company 's CEO , Harri Suutari , said .	2,500	0
The sellers include 40 shareholders , including Intellibis management , employees and other investors .	40	0
The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .	90,211,860	5
The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .	13.5	3
The total size of the complex is around 25,000 m2 and the project will be constructed in stages .	25,000	22
The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .	77.5	36
The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .	9	42
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .	106.3	36
